question_id,gold_hops,r,likelihood,margin,official_score,exact_match
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,3,0.0,0.0036214097882380503,-5.625000130967237,0.0,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,3,0.3333333333333333,0.2414584523440579,-2.989583385681423,0.3333333333333333,0.3333333333333333
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,3,0.6666666666666666,0.7077549475211212,1.3750000044237822,0.6666666666666666,0.6666666666666666
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,3,1.0,0.9996358844849191,8.156249706640665,1.0,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,2,0.0,0.00315514728592495,-5.875000012718374,0.0,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,2,0.5,0.5048649484212627,-0.09374999115243554,0.35,0.35
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,2,1.0,0.9997483104635105,8.437499985913746,0.9,0.9
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,2,0.0,0.0019121724034221,-6.281249983934686,0.0,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,2,0.5,0.5261074531359282,0.281249996740371,0.45,0.45
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,2,1.0,0.9990435578769308,7.250000050429662,1.0,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no13,2,0.0,0.0159717420779373,-4.187500085448846,0.0,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no13,2,0.5,0.6030925668412468,0.9687500023283064,0.45,0.45
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no13,2,1.0,0.9998246415371934,8.968749904952347,1.0,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no14,2,0.0,0.0013606311408714,-6.6562499693682184,0.0,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no14,2,0.5,0.5089046584380124,0.40625003376044333,0.0,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no14,2,1.0,0.9995114482812444,8.312499919420588,1.0,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,2,0.0,0.05447207881598265,-2.937500032130629,0.0,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,2,0.5,0.8027710154787219,1.9999999834690243,1.0,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,2,1.0,0.9999182708603878,9.56249991544064,1.0,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no21,2,0.0,0.010229416434292,-5.0000000392319635,0.0,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no21,2,0.5,0.621711375008173,1.8437500646105036,0.2,0.2
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no21,2,1.0,0.9995362598035764,8.062500228654244,1.0,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no22,3,0.0,0.0046897041014612,-5.374999992840458,0.0,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no22,3,0.3333333333333333,0.43554092704863795,0.34374999173451215,0.3333333333333333,0.3333333333333333
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no22,3,0.6666666666666666,0.8770114768450195,2.916666650756573,0.6666666666666666,0.6666666666666666
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no22,3,1.0,0.99962805852458,8.031250027510396,1.0,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no23,2,0.0,0.0011786266491908,-6.750000066356733,0.0,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no23,2,0.5,0.41992619273009785,-1.1406250037252903,0.5,0.5
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no23,2,1.0,0.999507051374362,8.250000095242285,1.0,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no24,2,0.0,0.00857748410693095,-4.750000153668225,0.0,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no24,2,0.5,0.5361090347166864,1.812500117579475,0.55,0.55
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no24,2,1.0,0.9999163211290992,9.687499945844138,1.0,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no26,2,0.0,0.0028881594450329,-5.875000000116415,0.0,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no26,2,0.5,0.422714062686132,-0.9687500717118382,0.5,0.5
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no26,2,1.0,0.9985538066865336,6.687500014959369,1.0,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no28,2,0.0,0.00537496253424245,-5.312499933526851,0.0,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no28,2,0.5,0.4879573148496044,-0.40624997997656465,0.5,0.5
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no28,2,1.0,0.9973801761865312,6.125000119034667,1.0,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no29,2,0.0,0.00464513173982635,-5.374999990686774,0.0,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no29,2,0.5,0.43468248164683143,-1.4374999384162948,0.35,0.35
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no29,2,1.0,0.9979370248930912,6.249999804247636,1.0,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no3,2,0.0,0.0086384210112495,-4.78125013911631,0.0,0.0
