question_id,gold_hops,r,likelihood,margin,official_score,exact_match
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,3,0.0,0.0036214097882380503,-5.625000130967237,0.0,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,3,0.3333333333333333,0.2414584523440579,-2.989583385681423,0.3333333333333333,0.3333333333333333
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,3,0.6666666666666666,0.7077549475211212,1.3750000044237822,0.6666666666666666,0.6666666666666666
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,3,1.0,0.9996358844849191,8.156249706640665,1.0,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,2,0.0,0.00315514728592495,-5.875000012718374,0.0,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,2,0.5,0.5048649484212627,-0.09374999115243554,0.35,0.35
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,2,1.0,0.9997483104635105,8.437499985913746,0.9,0.9
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no10,4,0.0,0.02036968427489405,-3.8750000246800482,0.0,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no10,4,0.25,0.20113850861693824,-2.2890624639112502,0.22499999999999998,0.22499999999999998
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no10,4,0.5,0.5789655370950632,0.26562499239419896,0.65,0.65
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no10,4,0.75,0.8875965775881677,2.484374977997504,0.85,0.85
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no10,4,1.0,0.9981875977060493,8.000000105181243,1.0,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,3,0.0,0.00141889289589035,-6.625000049956725,0.0,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,3,0.3333333333333333,0.3348377717902837,-1.3645833392317097,0.3666666666666667,0.3
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,3,0.6666666666666666,0.9100475569463016,3.177083335390004,0.6666666666666666,0.6666666666666666
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,3,1.0,0.9999638467200034,11.3437500012991,1.0,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,2,0.0,0.0019121724034221,-6.281249983934686,0.0,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,2,0.5,0.5261074531359282,0.281249996740371,0.45,0.45
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,2,1.0,0.9990435578769308,7.250000050429662,1.0,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no13,2,0.0,0.0159717420779373,-4.187500085448846,0.0,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no13,2,0.5,0.6030925668412468,0.9687500023283064,0.45,0.45
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no13,2,1.0,0.9998246415371934,8.968749904952347,1.0,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no14,2,0.0,0.0013606311408714,-6.6562499693682184,0.0,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no14,2,0.5,0.5089046584380124,0.40625003376044333,0.0,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no14,2,1.0,0.9995114482812444,8.312499919420588,1.0,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,2,0.0,0.05447207881598265,-2.937500032130629,0.0,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,2,0.5,0.8027710154787219,1.9999999834690243,1.0,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,2,1.0,0.9999182708603878,9.56249991544064,1.0,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no16,4,0.0,0.00888523449723885,-4.718749943422154,0.0,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no16,4,0.25,0.2905132196491593,-1.9062499976425897,0.375,0.375
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no16,4,0.5,0.654575198073438,1.1458333258827527,0.6666666666666666,0.6666666666666666
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no16,4,0.75,0.9019202430767831,3.890625004270987,0.975,0.975
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no16,4,1.0,0.9997555758704016,8.750000257527063,1.0,0.9
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no17,3,0.0,0.008510502586692,-4.781249895808287,0.0,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no17,3,0.3333333333333333,0.05188079200899187,-3.8020833077219627,0.0,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no17,3,0.6666666666666666,0.5150949157021244,0.010416652696828047,0.2333333333333333,0.2333333333333333
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no17,3,1.0,0.9618560054287799,3.2812500270083547,0.9,0.9
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no18,4,0.0,0.00409701653665595,-5.750000079919118,0.0,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no18,4,0.25,0.3496165814205623,-1.781250035521225,0.175,0.175
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no18,4,0.5,0.7087612186327759,1.1458333261931937,0.6333333333333333,0.6333333333333333
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no18,4,0.75,0.9544254760949561,3.6953125351137714,1.0,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no18,4,1.0,0.9997594295789134,9.187500174185516,1.0,1.0
